,tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_player_one,team_one_player_two,team_two_player_one,team_two_player_two,team_one_player_one_nationality,team_one_player_two_nationality,team_two_player_one_nationality,team_two_player_two_nationality,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores,team_one_nationalities,team_two_nationalities
757,Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,20-09-2018,BWF Tour Super 100,MD,Round of 16,2,2,False,10-21,11-21,,Fang-Chih Lee,Fang-Jen Lee,Akbar Bintang Cahyono,Akbar Bintang Cahyono,TPE,TPE,INA,INA,21,42,3,6,0,3,3,6,0,2,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '6-8', '7-8', '7-9', '7-10', '7-11', '8-11', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '9-17', '9-18', '9-19', '9-20', '10-20', '10-21']",3.0,6.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '2-9', '3-9', '3-10', '4-10', '4-11', '5-11', '5-12', '6-12', '6-13', '6-14', '7-14', '8-14', '9-14', '9-15', '9-16', '9-17', '9-18', '10-18', '10-19', '11-19', '11-20', '11-21']",,,,,[],TPE,INA
758,Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,20-09-2018,BWF Tour Super 100,MD,Round of 16,2,2,False,13-21,19-21,,Rian Swastedian,Amri Syahnawi,Ko-Chi Chang,Ko-Chi Chang,INA,INA,TPE,TPE,32,42,3,4,0,3,3,3,0,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '7-7', '8-7', '8-8', '9-8', '9-9', '9-10', '9-11', '10-11', '10-12', '10-13', '10-14', '11-14', '11-15', '11-16', '12-16', '12-17', '12-18', '13-18', '13-19', '13-20', '13-21']",3.0,4.0,0.0,2.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '6-7', '7-7', '7-8', '7-9', '8-9', '8-10', '9-10', '9-11', '9-12', '10-12', '10-13', '10-14', '11-14', '11-15', '12-15', '12-16', '13-16', '13-17', '14-17', '15-17', '16-17', '16-18', '17-18', '17-19', '18-19', '18-20', '19-20', '19-21']",,,,,[],INA,TPE
759,Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,21-09-2018,BWF Tour Super 100,MD,Quarter final,1,2,False,21-17,21-18,,Sung Hyun Ko,Baek Cheol Shin,Reinard Dhanriano,Reinard Dhanriano,KOR,KOR,INA,INA,42,35,5,4,3,0,4,3,1,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '8-7', '8-8', '9-8', '9-9', '10-9', '11-9', '11-10', '12-10', '12-11', '13-11', '14-11', '14-12', '15-12', '16-12', '16-13', '16-14', '17-14', '17-15', '18-15', '18-16', '19-16', '19-17', '20-17', '21-17']",5.0,4.0,2.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '8-7', '8-8', '9-8', '9-9', '9-10', '9-11', '9-12', '10-12', '10-13', '11-13', '11-14', '12-14', '12-15', '12-16', '13-16', '14-16', '15-16', '15-17', '16-17', '17-17', '18-17', '19-17', '20-17', '20-18', '21-18']",,,,,[],KOR,INA
760,Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,21-09-2018,BWF Tour Super 100,MD,Quarter final,1,2,False,21-17,22-20,,Frengky Wijaya Putra,Rian Agung Saputro,Nipitphon Phuangphuapet,Nipitphon Phuangphuapet,INA,INA,THA,THA,43,37,6,4,3,0,6,3,1,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '8-8', '9-8', '10-8', '11-8', '12-8', '12-9', '12-10', '13-10', '14-10', '14-11', '14-12', '14-13', '15-13', '16-13', '16-14', '16-15', '16-16', '17-16', '17-17', '18-17', '19-17', '20-17', '21-17']",3.0,4.0,2.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '7-8', '8-8', '9-8', '9-9', '10-9', '10-10', '11-10', '12-10', '13-10', '13-11', '14-11', '14-12', '15-12', '15-13', '15-14', '15-15', '15-16', '16-16', '17-16', '17-17', '18-17', '19-17', '19-18', '19-19', '20-19', '20-20', '21-20', '22-20']",,,,,[],INA,THA
761,Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,21-09-2018,BWF Tour Super 100,MD,Quarter final,1,3,False,21-12,18-21,21-16,Ko-Chi Chang,Chia Pin Lu,Yu Chieh Lin,Yu Chieh Lin,TPE,TPE,TPE,TPE,60,49,5,4,3,2,5,2,2,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '8-7', '9-7', '10-7', '10-8', '11-8', '12-8', '13-8', '13-9', '14-9', '14-10', '15-10', '15-11', '16-11', '17-11', '18-11', '19-11', '20-11', '20-12', '21-12']",4.0,4.0,0.0,2.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '7-9', '8-9', '8-10', '9-10', '9-11', '10-11', '11-11', '11-12', '11-13', '11-14', '12-14', '13-14', '14-14', '15-14', '15-15', '15-16', '15-17', '15-18', '16-18', '17-18', '17-19', '17-20', '18-20', '18-21']",4.0,3.0,1.0,0.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '3-8', '4-8', '4-9', '5-9', '5-10', '6-10', '7-10', '7-11', '8-11', '9-11', '10-11', '11-11', '11-12', '11-13', '12-13', '13-13', '14-13', '15-13', '15-14', '16-14', '17-14', '18-14', '18-15', '19-15', '19-16', '20-16', '21-16']",TPE,TPE
762,Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,21-09-2018,BWF Tour Super 100,MD,Quarter final,2,2,False,16-21,18-21,,Chen Lu,Hong Wei Ye,Akbar Bintang Cahyono,Akbar Bintang Cahyono,TPE,TPE,INA,INA,34,42,3,5,0,7,3,5,0,4,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '8-8', '8-9', '8-10', '8-11', '8-12', '8-13', '9-13', '9-14', '9-15', '9-16', '10-16', '10-17', '10-18', '11-18', '11-19', '12-19', '13-19', '13-20', '14-20', '15-20', '16-20', '16-21']",3.0,3.0,0.0,3.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '7-6', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '10-10', '11-10', '11-11', '11-12', '11-13', '12-13', '12-14', '13-14', '13-15', '14-15', '14-16', '15-16', '15-17', '15-18', '16-18', '16-19', '16-20', '17-20', '18-20', '18-21']",,,,,[],TPE,INA
763,Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,22-09-2018,BWF Tour Super 100,MD,Semi final,1,3,False,16-21,21-19,21-15,Ko-Chi Chang,Chia Pin Lu,Akbar Bintang Cahyono,Akbar Bintang Cahyono,TPE,TPE,INA,INA,58,55,5,4,2,1,2,4,0,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '7-9', '7-10', '8-10', '8-11', '9-11', '9-12', '10-12', '10-13', '11-13', '12-13', '12-14', '13-14', '13-15', '13-16', '14-16', '14-17', '15-17', '15-18', '16-18', '16-19', '16-20', '16-21']",4.0,4.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '7-4', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '11-7', '11-8', '12-8', '13-8', '13-9', '14-9', '14-10', '14-11', '14-12', '14-13', '15-13', '15-14', '16-14', '17-14', '18-14', '18-15', '18-16', '18-17', '19-17', '19-18', '19-19', '20-19', '21-19']",5.0,4.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '6-5', '6-6', '7-6', '8-6', '9-6', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '12-10', '13-10', '13-11', '14-11', '15-11', '15-12', '16-12', '16-13', '16-14', '17-14', '17-15', '18-15', '19-15', '20-15', '21-15']",TPE,INA
764,Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,22-09-2018,BWF Tour Super 100,MD,Semi final,2,2,False,18-21,13-21,,Frengky Wijaya Putra,Rian Agung Saputro,Sung Hyun Ko,Sung Hyun Ko,INA,INA,KOR,KOR,31,42,2,7,0,4,2,6,0,1,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '8-7', '8-8', '9-8', '10-8', '10-9', '11-9', '11-10', '12-10', '12-11', '13-11', '14-11', '14-12', '15-12', '15-13', '16-13', '17-13', '17-14', '17-15', '18-15', '18-16', '18-17', '18-18', '18-19', '18-20', '18-21']",2.0,7.0,0.0,3.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '4-9', '4-10', '4-11', '5-11', '5-12', '5-13', '6-13', '6-14', '6-15', '7-15', '7-16', '7-17', '8-17', '9-17', '9-18', '9-19', '10-19', '11-19', '11-20', '12-20', '13-20', '13-21']",,,,,[],INA,KOR
765,Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,23-09-2018,BWF Tour Super 100,MD,Final,2,2,False,21-23,13-21,,Sung Hyun Ko,Baek Cheol Shin,Ko-Chi Chang,Ko-Chi Chang,KOR,KOR,TPE,TPE,34,44,4,8,2,3,4,3,2,1,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '9-8', '10-8', '10-9', '10-10', '11-10', '12-10', '12-11', '13-11', '14-11', '14-12', '15-12', '15-13', '16-13', '16-14', '16-15', '17-15', '17-16', '18-16', '18-17', '19-17', '19-18', '19-19', '20-19', '20-20', '21-20', '21-21', '21-22', '21-23']",3.0,5.0,0.0,2.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '1-6', '1-7', '1-8', '1-9', '2-9', '2-10', '3-10', '3-11', '3-12', '4-12', '5-12', '5-13', '5-14', '5-15', '6-15', '6-16', '7-16', '7-17', '8-17', '8-18', '9-18', '9-19', '10-19', '11-19', '12-19', '12-20', '13-20', '13-21']",,,,,[],KOR,TPE
766,VICTOR China Open 2018,Changzhou,China,18-09-2018,HSBC BWF World Tour Super 1000,MD,Round of 32,1,2,False,21-11,21-15,,Yew Sin Ong,Ee Yi Teo,Marcus Ellis,Marcus Ellis,MAS,MAS,ENG,ENG,42,26,7,2,4,0,7,2,2,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '8-3', '9-3', '9-4', '9-5', '10-5', '11-5', '11-6', '11-7', '12-7', '13-7', '14-7', '14-8', '15-8', '16-8', '17-8', '18-8', '19-8', '19-9', '19-10', '20-10', '20-11', '21-11']",3.0,2.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '6-3', '7-3', '7-4', '7-5', '8-5', '8-6', '9-6', '10-6', '11-6', '11-7', '11-8', '12-8', '12-9', '12-10', '13-10', '14-10', '15-10', '15-11', '16-11', '17-11', '17-12', '17-13', '18-13', '19-13', '19-14', '20-14', '20-15', '21-15']",,,,,[],MAS,ENG
767,VICTOR China Open 2018,Changzhou,China,18-09-2018,HSBC BWF World Tour Super 1000,MD,Round of 32,2,2,False,12-21,22-24,,Ching Yao Lu,Po Han Yang,Junhui Li,Junhui Li,TPE,TPE,CHN,CHN,34,45,3,4,2,4,3,4,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '3-10', '4-10', '4-11', '5-11', '5-12', '5-13', '6-13', '7-13', '7-14', '7-15', '7-16', '8-16', '9-16', '10-16', '10-17', '10-18', '11-18', '12-18', '12-19', '12-20', '12-21']",3.0,4.0,2.0,3.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '3-5', '4-5', '5-5', '5-6', '6-6', '7-6', '7-7', '8-7', '9-7', '9-8', '10-8', '11-8', '11-9', '11-10', '11-11', '11-12', '12-12', '13-12', '13-13', '14-13', '15-13', '15-14', '16-14', '17-14', '17-15', '17-16', '18-16', '18-17', '18-18', '18-19', '18-20', '19-20', '20-20', '21-20', '21-21', '22-21', '22-22', '22-23', '22-24']",,,,,[],TPE,CHN
768,VICTOR China Open 2018,Changzhou,China,18-09-2018,HSBC BWF World Tour Super 1000,MD,Round of 32,2,3,False,18-21,21-17,11-21,Hiroyuki Endo,Yuta Watanabe,Kim Astrup,Kim Astrup,JPN,JPN,DEN,DEN,50,59,4,8,3,3,4,4,0,2,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '4-6', '5-6', '6-6', '7-6', '8-6', '8-7', '8-8', '8-9', '8-10', '9-10', '9-11', '9-12', '9-13', '9-14', '10-14', '11-14', '11-15', '12-15', '13-15', '14-15', '15-15', '15-16', '15-17', '16-17', '16-18', '17-18', '17-19', '17-20', '18-20', '18-21']",4.0,7.0,3.0,0.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '0-7', '1-7', '2-7', '3-7', '3-8', '4-8', '5-8', '5-9', '6-9', '7-9', '8-9', '9-9', '9-10', '10-10', '11-10', '12-10', '12-11', '13-11', '13-12', '14-12', '15-12', '16-12', '17-12', '17-13', '18-13', '19-13', '19-14', '19-15', '20-15', '20-16', '20-17', '21-17']",2.0,6.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '3-4', '3-5', '3-6', '3-7', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '7-10', '7-11', '8-11', '8-12', '9-12', '9-13', '9-14', '9-15', '10-15', '10-16', '10-17', '10-18', '10-19', '11-19', '11-20', '11-21']",JPN,DEN
769,VICTOR China Open 2018,Changzhou,China,18-09-2018,HSBC BWF World Tour Super 1000,MD,Round of 32,1,2,False,21-16,21-18,,Mark Lamsfuss,Marvin Emil Seidel,Xuanyi Ou,Xuanyi Ou,GER,GER,CHN,CHN,42,34,6,4,7,0,6,4,2,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '10-11', '11-11', '12-11', '12-12', '13-12', '14-12', '15-12', '16-12', '17-12', '18-12', '18-13', '19-13', '19-14', '19-15', '20-15', '20-16', '21-16']",4.0,4.0,5.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '5-2', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '9-9', '10-9', '10-10', '11-10', '12-10', '13-10', '14-10', '14-11', '15-11', '16-11', '17-11', '18-11', '18-12', '19-12', '19-13', '19-14', '20-14', '20-15', '20-16', '20-17', '20-18', '21-18']",,,,,[],GER,CHN
770,VICTOR China Open 2018,Changzhou,China,18-09-2018,HSBC BWF World Tour Super 1000,MD,Round of 32,1,3,False,13-21,21-13,21-12,Manu Attri,B. Sumeeth Reddy,Min Chun Liao,Min Chun Liao,IND,IND,TPE,TPE,55,46,6,6,4,2,4,6,0,2,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '6-6', '7-6', '8-6', '9-6', '9-7', '9-8', '9-9', '9-10', '9-11', '9-12', '10-12', '10-13', '10-14', '10-15', '11-15', '11-16', '11-17', '11-18', '12-18', '12-19', '12-20', '13-20', '13-21']",6.0,4.0,1.0,0.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '2-5', '3-5', '4-5', '4-6', '5-6', '6-6', '7-6', '8-6', '9-6', '10-6', '10-7', '10-8', '11-8', '11-9', '11-10', '12-10', '13-10', '13-11', '14-11', '15-11', '16-11', '16-12', '17-12', '17-13', '18-13', '19-13', '20-13', '21-13']",5.0,2.0,3.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '11-5', '12-5', '13-5', '13-6', '13-7', '14-7', '14-8', '15-8', '16-8', '16-9', '16-10', '17-10', '18-10', '19-10', '20-10', '20-11', '20-12', '21-12']",IND,TPE
771,VICTOR China Open 2018,Changzhou,China,18-09-2018,HSBC BWF World Tour Super 1000,MD,Round of 32,1,3,False,21-16,18-21,21-18,Jiting He,Qiang Tan,Takuro Hoki,Takuro Hoki,CHN,CHN,JPN,JPN,60,55,4,4,4,3,4,3,3,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '4-3', '4-4', '5-4', '6-4', '6-5', '7-5', '7-6', '8-6', '9-6', '10-6', '11-6', '11-7', '11-8', '12-8', '12-9', '13-9', '13-10', '14-10', '15-10', '16-10', '16-11', '16-12', '16-13', '17-13', '17-14', '18-14', '19-14', '20-14', '20-15', '20-16', '21-16']",3.0,4.0,0.0,3.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '5-5', '5-6', '5-7', '5-8', '6-8', '6-9', '7-9', '7-10', '8-10', '8-11', '8-12', '9-12', '9-13', '10-13', '10-14', '11-14', '12-14', '12-15', '12-16', '13-16', '13-17', '13-18', '14-18', '15-18', '16-18', '16-19', '16-20', '17-20', '18-20', '18-21']",4.0,3.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '7-6', '8-6', '9-6', '10-6', '10-7', '11-7', '12-7', '12-8', '12-9', '13-9', '13-10', '13-11', '14-11', '15-11', '16-11', '16-12', '16-13', '16-14', '17-14', '18-14', '18-15', '18-16', '18-17', '19-17', '19-18', '20-18', '21-18']",CHN,JPN
772,VICTOR China Open 2018,Changzhou,China,18-09-2018,HSBC BWF World Tour Super 1000,MD,Round of 32,1,3,False,20-22,21-15,21-15,Fajar Alfian,Muhammad Rian Ardianto,Takeshi Kamura,Takeshi Kamura,INA,INA,JPN,JPN,62,52,7,4,4,1,3,3,1,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '7-9', '8-9', '9-9', '9-10', '10-10', '11-10', '12-10', '12-11', '12-12', '13-12', '14-12', '14-13', '14-14', '15-14', '16-14', '16-15', '17-15', '17-16', '17-17', '18-17', '18-18', '18-19', '19-19', '20-19', '20-20', '20-21', '20-22']",4.0,3.0,2.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '7-4', '8-4', '9-4', '9-5', '10-5', '11-5', '11-6', '11-7', '12-7', '12-8', '13-8', '13-9', '14-9', '14-10', '15-10', '15-11', '15-12', '15-13', '16-13', '17-13', '18-13', '19-13', '19-14', '20-14', '20-15', '21-15']",7.0,3.0,1.0,0.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '7-4', '8-4', '9-4', '9-5', '9-6', '10-6', '10-7', '11-7', '11-8', '12-8', '12-9', '13-9', '14-9', '14-10', '14-11', '15-11', '15-12', '16-12', '17-12', '17-13', '18-13', '19-13', '19-14', '19-15', '20-15', '21-15']",INA,JPN
773,VICTOR China Open 2018,Changzhou,China,18-09-2018,HSBC BWF World Tour Super 1000,MD,Round of 32,1,2,False,21-11,21-13,,Hung Ling Chen,Chi-Lin Wang,Jelle Maas,Jelle Maas,TPE,TPE,NED,NED,42,24,7,2,5,0,7,2,2,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '5-2', '6-2', '7-2', '7-3', '8-3', '8-4', '9-4', '10-4', '11-4', '12-4', '13-4', '14-4', '15-4', '15-5', '15-6', '16-6', '16-7', '17-7', '17-8', '18-8', '18-9', '18-10', '19-10', '20-10', '20-11', '21-11']",4.0,2.0,3.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '10-5', '11-5', '12-5', '12-6', '12-7', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '17-9', '17-10', '18-10', '18-11', '19-11', '20-11', '20-12', '20-13', '21-13']",,,,,[],TPE,NED
774,VICTOR China Open 2018,Changzhou,China,19-09-2018,HSBC BWF World Tour Super 1000,MD,Round of 32,2,2,False,19-21,14-21,,Cheng Liu,Nan Zhang,Mohammad Ahsan,Mohammad Ahsan,CHN,CHN,INA,INA,33,42,3,6,0,5,3,4,0,2,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '5-6', '6-6', '6-7', '7-7', '8-7', '8-8', '9-8', '10-8', '10-9', '10-10', '11-10', '11-11', '12-11', '12-12', '13-12', '13-13', '13-14', '14-14', '15-14', '16-14', '16-15', '16-16', '16-17', '16-18', '17-18', '18-18', '18-19', '18-20', '19-20', '19-21']",2.0,6.0,0.0,3.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '7-14', '7-15', '8-15', '8-16', '9-16', '9-17', '10-17', '11-17', '11-18', '12-18', '12-19', '12-20', '13-20', '14-20', '14-21']",,,,,[],CHN,INA
775,VICTOR China Open 2018,Changzhou,China,19-09-2018,HSBC BWF World Tour Super 1000,MD,Round of 32,2,3,False,20-22,21-11,16-21,Mads Conrad-Petersen,Mads Pieler Kolding,Berry Angriawan,Berry Angriawan,DEN,DEN,INA,INA,57,54,4,6,5,2,3,6,4,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '10-10', '10-11', '11-11', '12-11', '13-11', '13-12', '14-12', '14-13', '15-13', '16-13', '16-14', '17-14', '17-15', '18-15', '18-16', '19-16', '20-16', '20-17', '20-18', '20-19', '20-20', '20-21', '20-22']",4.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '8-2', '8-3', '9-3', '10-3', '10-4', '11-4', '12-4', '13-4', '13-5', '13-6', '14-6', '15-6', '15-7', '16-7', '17-7', '17-8', '18-8', '19-8', '19-9', '19-10', '19-11', '20-11', '21-11']",2.0,4.0,0.0,1.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '8-9', '8-10', '9-10', '9-11', '9-12', '10-12', '10-13', '11-13', '11-14', '12-14', '12-15', '13-15', '14-15', '14-16', '15-16', '15-17', '16-17', '16-18', '16-19', '16-20', '16-21']",DEN,INA
776,VICTOR China Open 2018,Changzhou,China,19-09-2018,HSBC BWF World Tour Super 1000,MD,Round of 32,1,2,False,21-11,21-16,,Kaixiang Huang,Yilyu Wang,Jhe-Huei Lee,Jhe-Huei Lee,CHN,CHN,TPE,TPE,42,27,5,4,3,0,3,2,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '8-5', '8-6', '9-6', '10-6', '11-6', '11-7', '12-7', '12-8', '13-8', '14-8', '14-9', '15-9', '16-9', '16-10', '17-10', '18-10', '19-10', '19-11', '20-11', '21-11']",5.0,4.0,2.0,0.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '3-6', '4-6', '4-7', '5-7', '6-7', '7-7', '8-7', '9-7', '9-8', '10-8', '10-9', '11-9', '11-10', '12-10', '13-10', '14-10', '15-10', '16-10', '16-11', '17-11', '17-12', '17-13', '18-13', '18-14', '19-14', '19-15', '20-15', '20-16', '21-16']",,,,,[],CHN,TPE
777,VICTOR China Open 2018,Changzhou,China,19-09-2018,HSBC BWF World Tour Super 1000,MD,Round of 32,1,2,False,21-18,21-16,,Chengkai Han,Haodong Zhou,Vladimir Ivanov,Vladimir Ivanov,CHN,CHN,RUS,RUS,42,34,5,3,5,0,3,3,3,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '9-6', '9-7', '10-7', '10-8', '10-9', '11-9', '12-9', '13-9', '13-10', '14-10', '15-10', '15-11', '16-11', '16-12', '17-12', '17-13', '17-14', '18-14', '18-15', '19-15', '19-16', '20-16', '20-17', '20-18', '21-18']",5.0,3.0,2.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '9-4', '9-5', '10-5', '10-6', '10-7', '10-8', '11-8', '12-8', '12-9', '13-9', '13-10', '14-10', '15-10', '16-10', '16-11', '17-11', '17-12', '17-13', '18-13', '18-14', '19-14', '19-15', '20-15', '20-16', '21-16']",,,,,[],CHN,RUS
